Bank Branch,Credit Verification Status,Default Flag,Description,Grade,Late Payment Flag,Loan Id,Loan Status,Loan SubType,Loan Type,Member Id,Origination Date,State,Sub Grade,Zip Code,Amort Term,Deposit Balance Month End,FICO Score,Interest Rate,IR,Origination Amount,Received Principal
12,Not Verified,,Feb 30 Day,A,On-Time,4577,Current,Business & Commercial,Business Banking,60958654,11/26/2017 12:00:00 AM,PA,A2,15026,360,0,788,8.75,0.0875,61000,59914.13
12,Not Verified,,Feb 30 Day,A,On-Time,69644,Current,Business & Commercial,Business Banking,57628266,10/13/2019 12:00:00 AM,PA,A2,15639,467,0,574,8.55,0.0855,89250,88758.64
12,Not Verified,,Feb 30 Day,A,On-Time,34330,Current,Business & Commercial,Business Banking,61017047,12/24/2017 12:00:00 AM,SC,A2,29483,240,0,717,10.375,0.10375,20750,20215.03
12,Not Verified,,Feb 30 Day,A,On-Time,69238,Current,Business & Commercial,Business Banking,57638263,10/14/2019 12:00:00 AM,SC,A2,29108,305,0,546,7,0.07,94500,88787.41
12,Not Verified,,Feb 30 Day,A,On-Time,68408,Current,Business & Commercial,Business Banking,64813594,1/4/2016 12:00:00 AM,SC,A2,29910,314,0,700,7.25,0.0725,340000,325562.81
12,Not Verified,,Feb 30 Day,A,On-Time,70674,Current,Business & Commercial,Business Banking,55378083,3/20/2019 12:00:00 AM,SC,A2,29607,360,0,535,8.999,0.08999,98600,96788.94
12,Not Verified,,Feb 30 Day,A,On-Time,68322,Current,Business & Commercial,Business Banking,57638541,10/15/2019 12:00:00 AM,TN,A2,37615,339,0,597,9.75,0.0975,121500,121347.25
12,Not Verified,,Feb 30 Day,A,On-Time,37788,Current,Business & Commercial,Business Banking,60969483,12/5/2017 12:00:00 AM,TN,A2,38401,360,0,664,8.75,0.0875,30900,30538.89
12,Not Verified,,Feb 30 Day,A,On-Time,69098,Current,Business & Commercial,Business Banking,57640748,1/2/2016 12:00:00 AM,TX,A2,79549,125,0,617,7.99,0.0799,52960,40846.9
12,Not Verified,,Feb 30 Day,A,On-Time,70125,Current,Business & Commercial,Business Banking,55388402,3/25/2019 12:00:00 AM,TX,A2,77066,180,0,615,6.65,0.0665,86000,66093.7
12,Not Verified,,Feb 30 Day,A,On-Time,69111,Current,Business & Commercial,Business Banking,57639903,10/17/2019 12:00:00 AM,TX,A2,77039,224,0,562,7.975,0.07975,55200,52709.91
12,Not Verified,,Feb 30 Day,A,On-Time,69285,Current,Business & Commercial,Business Banking,57640253,1/1/2016 12:00:00 AM,TX,A2,78250,305,0,588,8.25,0.0825,99200,93335.42
12,Not Verified,,Feb 30 Day,A,On-Time,69393,Current,Business & Commercial,Business Banking,57708200,1/10/2016 12:00:00 AM,TX,A2,77071,325,0,589,12,0.12,214560,208620.01
12,Not Verified,,Feb 30 Day,A,On-Time,69766,Current,Business & Commercial,Business Banking,57718671,1/11/2016 12:00:00 AM,TX,A2,77396,341,0,542,7.975,0.07975,303300,297451.48
12,Not Verified,,Feb 30 Day,A,On-Time,69191,Current,Business & Commercial,Business Banking,57639699,10/16/2019 12:00:00 AM,TX,A2,78227,343,0,545,11,0.11,57750,57174.33
12,Not Verified,,Feb 30 Day,A,On-Time,69706,Current,Business & Commercial,Business Banking,57728201,1/13/2016 12:00:00 AM,TX,A2,76574,350,0,0,6.375,0.06375,124388,121198.53
12,Not Verified,,Feb 30 Day,A,On-Time,69683,Current,Business & Commercial,Business Banking,57728966,1/14/2016 12:00:00 AM,TX,A2,78114,350,0,527,7,0.07,97389,95878.4
12,Not Verified,,Feb 30 Day,A,On-Time,70135,Current,Business & Commercial,Business Banking,59803522,5/14/2017 12:00:00 AM,TX,A2,77033,360,0,540,9.87,0.0987,47250,45302.41
12,Not Verified,,Feb 30 Day,A,On-Time,68054,Current,Business & Commercial,Business Banking,55045997,1/26/2019 12:00:00 AM,TX,A2,78560,360,0,576,9.625,0.09625,54000,
12,Not Verified,,Feb 30 Day,A,On-Time,70846,Current,Business & Commercial,Business Banking,55378382,3/21/2019 12:00:00 AM,TX,A2,76028,360,0,585,8.99,0.0899,116000,114561.74
12,Not Verified,,Feb 30 Day,A,On-Time,5053,Current,Business & Commercial,Business Banking,61017270,12/25/2017 12:00:00 AM,TX,A2,76063,360,0,726,8.25,0.0825,53350,52381.79
12,Not Verified,,Feb 30 Day,A,On-Time,2507,Current,Business & Commercial,Business Banking,60969887,12/6/2017 12:00:00 AM,TX,A2,75789,360,0,787,8.125,0.08125,33750,31783.74
12,Not Verified,,Feb 30 Day,A,On-Time,24816,Current,Business & Commercial,Business Banking,61017678,12/26/2017 12:00:00 AM,UT,A2,84032,180,0,735,7.375,0.07375,27150,26617.47
12,Not Verified,,Feb 30 Day,A,On-Time,32738,Current,Business & Commercial,Business Banking,60970382,12/7/2017 12:00:00 AM,UT,A2,84414,360,0,659,10.625,0.10625,72750,72103.69
12,Not Verified,,Feb 30 Day,A,On-Time,33360,Current,Business & Commercial,Business Banking,60977001,12/8/2017 12:00:00 AM,UT,A2,84088,360,0,719,8.5,0.085,38000,37465.57
12,Not Verified,,Feb 30 Day,A,On-Time,11317,Current,Business & Commercial,Business Banking,60979018,12/10/2017 12:00:00 AM,VA,A2,23093,360,0,701,8.75,0.0875,52000,51182.65
12,Not Verified,,Feb 30 Day,A,On-Time,42970,Current,Business & Commercial,Business Banking,61018173,12/27/2017 12:00:00 AM,VA,A2,20151,360,0,729,8.375,0.08375,96750,96734.45
12,Not Verified,,Feb 30 Day,A,On-Time,21117,Current,Business & Commercial,Business Banking,60978631,12/9/2017 12:00:00 AM,VA,A2,22630,360,0,754,9.375,0.09375,60500,59790.37
12,Not Verified,,Feb 30 Day,A,On-Time,7445,Current,Business & Commercial,Business Banking,60979349,12/11/2017 12:00:00 AM,WA,A2,98512,180,0,691,11.75,0.1175,43000,42600.2
12,Not Verified,,Feb 30 Day,A,On-Time,8250,Current,Business & Commercial,Business Banking,60979436,12/12/2017 12:00:00 AM,WI,A2,53508,180,0,775,9.075,0.09075,43300,42509.22
450,Not Verified,,Feb 30 Day,A,On-Time,29652,Current,Commercial real estate,Business Banking,61026853,12/31/2017 12:00:00 AM,AL,A2,36091,180,0,753,7.5,0.075,49375,45957.64
450,Not Verified,,Feb 30 Day,A,On-Time,30756,Current,Commercial real estate,Business Banking,61018566,12/30/2017 12:00:00 AM,AL,A2,35640,360,0,697,9.875,0.09875,21400,20990.65
450,Not Verified,,Feb 30 Day,A,On-Time,13780,Current,Commercial real estate,Business Banking,54025733,10/17/2018 12:00:00 AM,AR,A2,72719,360,0,734,7.75,0.0775,42000,41267.56
450,Not Verified,,Feb 30 Day,A,On-Time,26280,Current,Commercial real estate,Business Banking,53826718,7/26/2018 12:00:00 AM,AZ,A2,85054,180,0,701,9.375,0.09375,41207,40580.18
450,Not Verified,,Feb 30 Day,A,On-Time,69723,Current,Commercial real estate,Business Banking,59739381,4/1/2017 12:00:00 AM,AZ,A2,85641,229,0,633,7.25,0.0725,100000,96186.67
450,Not Verified,,Feb 30 Day,A,On-Time,26645,Current,Commercial real estate,Business Banking,61029024,1/2/2018 12:00:00 AM,AZ,A2,85730,300,0,773,8.75,0.0875,26000,25140.87
450,Not Verified,,Feb 30 Day,A,On-Time,69757,Current,Commercial real estate,Business Banking,59640526,1/19/2017 12:00:00 AM,AZ,A2,85008,348,0,705,7,0.07,175700,175647.15
450,Not Verified,,Feb 30 Day,A,On-Time,33,Current,Commercial real estate,Business Banking,60597674,8/8/2017 12:00:00 AM,AZ,A2,85033,360,0,579,10.2,0.102,153000,150280.08
450,Not Verified,,Feb 30 Day,A,On-Time,12967,Current,Commercial real estate,Business Banking,61027020,1/1/2018 12:00:00 AM,AZ,A2,85302,360,0,685,13,0.13,46000,45766.33
450,Not Verified,,Feb 30 Day,A,On-Time,37752,Current,Commercial real estate,Business Banking,54006296,10/12/2018 12:00:00 AM,AZ,A2,85381,360,0,796,8,0.08,26228,25872.64
450,Not Verified,,Feb 30 Day,A,On-Time,68748,Current,Commercial real estate,Business Banking,57779579,1/19/2016 12:00:00 AM,CA,A2,93033,,0,714,6.875,0.06875,472000,465387.13
450,Not Verified,,Feb 30 Day,A,On-Time,25368,Current,Commercial real estate,Business Banking,53835340,7/28/2018 12:00:00 AM,CA,A2,92130,180,0,666,7.15,0.0715,63500,61108.18
450,Not Verified,,Feb 30 Day,A,On-Time,26244,Current,Commercial real estate,Business Banking,61029608,1/4/2018 12:00:00 AM,CA,A2,92325,180,0,702,9.5,0.095,57000,55688.53
450,Not Verified,,Feb 30 Day,A,On-Time,10071,Current,Commercial real estate,Business Banking,64706162,9/17/2019 12:00:00 AM,CA,A2,90305,180,0,729,10.15,0.1015,55000,54317.75
450,Not Verified,,Feb 30 Day,A,On-Time,29872,Current,Commercial real estate,Business Banking,61038800,1/14/2018 12:00:00 AM,CA,A2,95670,180,0,747,7.625,0.07625,76000,74830.74
450,Not Verified,,Feb 30 Day,A,On-Time,2217,Current,Commercial real estate,Business Banking,61036934,1/8/2018 12:00:00 AM,CA,A2,92376,240,0,682,10,0.1,136000,130541.74
450,Not Verified,,Feb 30 Day,A,On-Time,10675,Current,Commercial real estate,Business Banking,61037361,1/10/2018 12:00:00 AM,CA,A2,92882,300,0,631,12.775,0.12775,139000,138940
450,Not Verified,,Feb 30 Day,A,On-Time,9533,Current,Commercial real estate,Business Banking,61036937,1/9/2018 12:00:00 AM,CA,A2,92591,300,0,724,10.275,0.10275,46000,45989.94
450,Not Verified,,Feb 30 Day,A,On-Time,69292,Current,Commercial real estate,Business Banking,57779197,1/18/2016 12:00:00 AM,CA,A2,90045,305,0,517,7.25,0.0725,270000,253053.93
450,Not Verified,,Feb 30 Day,A,On-Time,69162,Current,Commercial real estate,Business Banking,57779709,1/20/2016 12:00:00 AM,CA,A2,91761,344,0,649,5.875,0.05875,414400,414399.88
450,Not Verified,,Feb 30 Day,A,On-Time,68752,Current,Commercial real estate,Business Banking,57728979,1/15/2016 12:00:00 AM,CA,A2,90047,353,0,469,10.75,0.1075,201300,200089.06
450,Not Verified,,Feb 30 Day,A,On-Time,87,Current,Commercial real estate,Business Banking,60846829,9/27/2017 12:00:00 AM,CA,A2,90011,360,0,550,10.35,0.1035,300000,294667.27
450,Not Verified,,Feb 30 Day,A,On-Time,127,Current,Commercial real estate,Business Banking,60597682,8/9/2017 12:00:00 AM,CA,A2,92879,360,0,580,7.45,0.0745,592000,578760.27
450,Not Verified,,Feb 30 Day,A,On-Time,5249,Current,Commercial real estate,Business Banking,64546993,7/8/2019 12:00:00 AM,CA,A2,92081,360,0,625,12.625,0.12625,100000,99199.75
450,Not Verified,,Feb 30 Day,A,On-Time,36320,Current,Commercial real estate,Business Banking,64547341,7/9/2019 12:00:00 AM,CA,A2,94580,360,0,661,9,0.09,84000,83350.89
450,Not Verified,,Feb 30 Day,A,On-Time,38619,Current,Commercial real estate,Business Banking,53845377,7/29/2018 12:00:00 AM,CA,A2,92691,360,0,691,8.375,0.08375,65500,64653.97
450,Not Verified,,Feb 30 Day,A,On-Time,15538,Current,Commercial real estate,Business Banking,61038519,1/13/2018 12:00:00 AM,CA,A2,95351,360,0,699,8.875,0.08875,85000,83709.52
450,Not Verified,,Feb 30 Day,A,On-Time,2602,Current,Commercial real estate,Business Banking,63900184,7/6/2019 12:00:00 AM,CA,A2,91381,360,0,700,10.5,0.105,131000,129418.58
450,Not Verified,,Feb 30 Day,A,On-Time,2384,Current,Commercial real estate,Business Banking,61037802,1/11/2018 12:00:00 AM,CA,A2,95121,360,0,704,9.875,0.09875,70000,63329.34
450,Not Verified,,Feb 30 Day,A,On-Time,6563,Current,Commercial real estate,Business Banking,61029810,1/5/2018 12:00:00 AM,CA,A2,91773,360,0,721,9,0.09,100000,98391.77
450,Not Verified,,Feb 30 Day,A,On-Time,43589,Current,Commercial real estate,Business Banking,61029038,1/3/2018 12:00:00 AM,CA,A2,95757,360,0,726,6.875,0.06875,50000,48457.89
450,Not Verified,,Feb 30 Day,A,On-Time,23921,Current,Commercial real estate,Business Banking,61030200,1/6/2018 12:00:00 AM,CA,A2,90731,360,0,777,8.375,0.08375,53000,51872.07
450,Not Verified,,Feb 30 Day,A,On-Time,14099,Current,Commercial real estate,Business Banking,61038808,1/15/2018 12:00:00 AM,CA,A2,95823,360,0,779,9,0.09,34000,33994.8
450,Not Verified,,Feb 30 Day,A,On-Time,1165,Current,Commercial real estate,Business Banking,53826758,7/27/2018 12:00:00 AM,CA,A2,92078,360,0,782,9.5,0.095,85000,82884.25
450,Not Verified,,Feb 30 Day,A,On-Time,8550,Current,Commercial real estate,Business Banking,61047599,1/16/2018 12:00:00 AM,CO,A2,81007,180,0,665,11.375,0.11375,68000,67400.36
450,Not Verified,,Feb 30 Day,A,On-Time,34717,Current,Commercial real estate,Business Banking,54034979,10/19/2018 12:00:00 AM,CO,A2,80516,360,0,699,9,0.09,51600,51026.66
450,Not Verified,,Feb 30 Day,A,On-Time,13790,Current,Commercial real estate,Business Banking,61049037,1/19/2018 12:00:00 AM,CO,A2,81230,360,0,741,8.125,0.08125,52000,50988.13
450,Not Verified,,Feb 30 Day,A,On-Time,34170,Current,Commercial real estate,Business Banking,61048355,1/17/2018 12:00:00 AM,CO,A2,80215,360,0,743,7.75,0.0775,50000,45886.77
450,Not Verified,,Feb 30 Day,A,On-Time,33757,Current,Commercial real estate,Business Banking,61048504,1/18/2018 12:00:00 AM,CO,A2,80223,360,0,745,8.5,0.085,16000,15781.28
450,Not Verified,,Feb 30 Day,A,On-Time,69331,Current,Commercial real estate,Business Banking,57788990,1/21/2016 12:00:00 AM,CT,A2,61180,342,0,567,10.1,0.101,131750,130116.38
450,Not Verified,,Feb 30 Day,A,On-Time,18703,Current,Commercial real estate,Business Banking,61049287,1/20/2018 12:00:00 AM,CT,A2,67560,360,0,692,8.375,0.08375,142000,140057.8
450,Not Verified,,Feb 30 Day,A,On-Time,70000,Current,Commercial real estate,Business Banking,57798879,1/22/2016 12:00:00 AM,CT,A2,69060,465,0,544,7.75,0.0775,370000,367185.34
450,Not Verified,,Feb 30 Day,A,On-Time,24499,Current,Commercial real estate,Business Banking,53846069,7/30/2018 12:00:00 AM,FL,A2,33137,180,0,671,11.19,0.1119,37400,37073.48
450,Not Verified,,Feb 30 Day,A,On-Time,69334,Current,Commercial real estate,Business Banking,57800507,1/23/2016 12:00:00 AM,FL,A2,34684,341,0,514,11.25,0.1125,165750,162620.98
450,Not Verified,,Feb 30 Day,A,On-Time,69058,Current,Commercial real estate,Business Banking,57834078,1/24/2016 12:00:00 AM,FL,A2,33860,356,0,437,11.125,0.11125,96000,95549.7
450,Not Verified,,Feb 30 Day,A,On-Time,59,Current,Commercial real estate,Business Banking,60607615,8/11/2017 12:00:00 AM,FL,A2,32807,360,0,563,10.55,0.1055,191450,195354.48
450,Not Verified,,Feb 30 Day,A,On-Time,70784,Current,Commercial real estate,Business Banking,55388779,3/26/2019 12:00:00 AM,FL,A2,34117,360,0,582,7.4,0.074,227500,222658.51
450,Not Verified,,Feb 30 Day,A,On-Time,70510,Current,Commercial real estate,Business Banking,59841940,5/16/2017 12:00:00 AM,FL,A2,32114,360,0,584,7.69,0.0769,76500,74156.13
450,Not Verified,,Feb 30 Day,A,On-Time,105,Current,Commercial real estate,Business Banking,60597731,8/10/2017 12:00:00 AM,FL,A2,33309,360,0,592,11.3,0.113,217000,208763.92
450,Not Verified,,Feb 30 Day,A,On-Time,34429,Current,Commercial real estate,Business Banking,61049871,1/21/2018 12:00:00 AM,FL,A2,32569,360,0,744,7.875,0.07875,36050,35539.36
450,Not Verified,,Feb 30 Day,A,On-Time,69338,Current,Commercial real estate,Business Banking,57834661,1/25/2016 12:00:00 AM,GA,A2,30016,342,0,566,9.55,0.0955,153000,150904.41
450,Not Verified,,Feb 30 Day,A,On-Time,69368,Current,Commercial real estate,Business Banking,57885650,1/26/2016 12:00:00 AM,GA,A2,30528,349,0,509,9.7,0.097,200000,198071.7
450,Not Verified,,Feb 30 Day,A,On-Time,70258,Current,Commercial real estate,Business Banking,55396695,3/27/2019 12:00:00 AM,GA,A2,31906,360,0,630,8.65,0.0865,70000,69531.05
450,Not Verified,,Feb 30 Day,A,On-Time,32155,Current,Commercial real estate,Business Banking,61057285,1/23/2018 12:00:00 AM,GA,A2,30117,360,0,651,13.75,0.1375,40000,39798.22
450,Not Verified,,Feb 30 Day,A,On-Time,17555,Current,Commercial real estate,Business Banking,63416193,5/10/2019 12:00:00 AM,GA,A2,30909,360,0,687,12.375,0.12375,12700,12610.82
450,Not Verified,,Feb 30 Day,A,On-Time,21178,Current,Commercial real estate,Business Banking,64548265,7/10/2019 12:00:00 AM,GA,A2,30039,360,0,696,8.375,0.08375,36450,35918.98
450,Not Verified,,Feb 30 Day,A,On-Time,5064,Current,Commercial real estate,Business Banking,61049902,1/22/2018 12:00:00 AM,GA,A2,30034,360,0,751,8.75,0.0875,26200,25788.15
450,Not Verified,,Feb 30 Day,A,On-Time,68982,Current,Commercial real estate,Business Banking,59790872,5/3/2017 12:00:00 AM,GA,A2,30066,467,0,627,8.01,0.0801,191760,190529.67
450,Not Verified,,Feb 30 Day,A,On-Time,41191,Current,Commercial real estate,Business Banking,64555876,7/11/2019 12:00:00 AM,IA,A2,52627,180,0,787,7.75,0.0775,40000,37479.02
450,Not Verified,,Feb 30 Day,A,On-Time,22944,Current,Commercial real estate,Business Banking,61058362,1/24/2018 12:00:00 AM,ID,A2,83634,180,0,718,8.5,0.085,82150,77289.52
450,Not Verified,,Feb 30 Day,A,On-Time,15478,Current,Commercial real estate,Business Banking,61058516,1/25/2018 12:00:00 AM,ID,A2,83705,360,0,628,13.5,0.135,55000,54720.3
450,Not Verified,,Feb 30 Day,A,On-Time,9960,Current,Commercial real estate,Business Banking,61058560,1/26/2018 12:00:00 AM,IL,A2,60101,180,0,672,8.775,0.08775,40000,36862.46
450,Not Verified,,Feb 30 Day,A,On-Time,7666,Current,Commercial real estate,Business Banking,53847560,7/31/2018 12:00:00 AM,IL,A2,60707,180,0,686,8.5,0.085,25500,25030.62
450,Not Verified,,Feb 30 Day,A,On-Time,24555,Current,Commercial real estate,Business Banking,61059107,1/27/2018 12:00:00 AM,IL,A2,60188,240,0,736,8.59,0.0859,89000,83385.23
450,Not Verified,,Feb 30 Day,A,On-Time,69228,Current,Commercial real estate,Business Banking,57895103,1/28/2016 12:00:00 AM,IL,A2,60478,303,0,665,6.95,0.0695,173000,157410.96
450,Not Verified,,Feb 30 Day,A,On-Time,69755,Current,Commercial real estate,Business Banking,57894377,1/27/2016 12:00:00 AM,IL,A2,61832,340,0,587,7.125,0.07125,72950,71178.56
450,Not Verified,,Feb 30 Day,A,On-Time,68040,Current,Commercial real estate,Business Banking,64792788,10/6/2019 12:00:00 AM,IL,A2,61239,360,0,581,8.45,0.0845,69300,
450,Not Verified,,Feb 30 Day,A,On-Time,5103,Current,Commercial real estate,Business Banking,63425473,5/12/2019 12:00:00 AM,IL,A2,60707,360,0,725,10,0.1,49780,40888.73
450,Not Verified,,Feb 30 Day,A,On-Time,69109,Current,Commercial real estate,Business Banking,57895367,1/30/2016 12:00:00 AM,IN,A2,46545,125,0,607,6.75,0.0675,45000,34064.7
450,Not Verified,,Feb 30 Day,A,On-Time,202,Current,Commercial real estate,Business Banking,61059512,1/28/2018 12:00:00 AM,IN,A2,47042,180,0,707,11.25,0.1125,14208,13195.97
450,Not Verified,,Feb 30 Day,A,On-Time,69320,Current,Commercial real estate,Business Banking,57895285,1/29/2016 12:00:00 AM,IN,A2,46408,330,0,554,11.1,0.111,79475,77447.6
450,Not Verified,,Feb 30 Day,A,On-Time,70124,Current,Commercial real estate,Business Banking,55396808,3/28/2019 12:00:00 AM,IN,A2,47441,360,0,624,12.259,0.12259,63948,62681.21
450,Not Verified,,Feb 30 Day,A,On-Time,70601,Current,Commercial real estate,Business Banking,59842173,5/17/2017 12:00:00 AM,IN,A2,47715,360,0,684,7.12,0.0712,140300,138543.48
450,Not Verified,,Feb 30 Day,A,On-Time,70660,Current,Commercial real estate,Business Banking,59871948,5/18/2017 12:00:00 AM,IN,A2,46176,480,0,614,8.5,0.085,110000,109744.02
450,Not Verified,,Feb 30 Day,A,On-Time,68080,Current,Commercial real estate,Business Banking,64806229,1/1/2016 12:00:00 AM,KY,A2,41008,360,0,660,9.3,0.093,90000,
450,Not Verified,,Feb 30 Day,A,On-Time,68707,Current,Commercial real estate,Business Banking,57895524,1/31/2016 12:00:00 AM,LA,A2,70817,333,0,711,6,0.06,100000,96116.12
450,Not Verified,,Feb 30 Day,A,On-Time,69369,Current,Commercial real estate,Business Banking,57914530,2/3/2016 12:00:00 AM,MA,A2,15880,349,0,576,7.65,0.0765,284750,280467.58
450,Not Verified,,Feb 30 Day,A,On-Time,16954,Current,Commercial real estate,Business Banking,61066848,1/29/2018 12:00:00 AM,MA,A2,15010,360,0,654,12.625,0.12625,42000,41716.23
450,Not Verified,,Feb 30 Day,A,On-Time,33338,Current,Commercial real estate,Business Banking,61067051,1/30/2018 12:00:00 AM,MA,A2,21760,360,0,669,8,0.08,82000,80826.16
450,Not Verified,,Feb 30 Day,A,On-Time,69661,Current,Commercial real estate,Business Banking,57895594,2/1/2016 12:00:00 AM,MA,A2,14400,468,0,507,9.65,0.0965,184800,184088.76
450,Not Verified,,Feb 30 Day,A,On-Time,69652,Current,Commercial real estate,Business Banking,57904366,2/2/2016 12:00:00 AM,MA,A2,18510,468,0,605,7.375,0.07375,244800,242968.3
450,Not Verified,,Feb 30 Day,A,On-Time,31139,Current,Commercial real estate,Business Banking,53854868,8/1/2018 12:00:00 AM,MD,A2,20910,360,0,693,8.375,0.08375,38250,37455.1
450,Not Verified,,Feb 30 Day,A,On-Time,11495,Current,Commercial real estate,Business Banking,61067482,1/31/2018 12:00:00 AM,MD,A2,20853,360,0,733,8.5,0.085,96000,94142.93
450,Not Verified,,Feb 30 Day,A,On-Time,68212,Current,Commercial real estate,Business Banking,55096097,1/29/2019 12:00:00 AM,MD,A2,21230,480,0,520,9.225,0.09225,180000,
450,Not Verified,,Feb 30 Day,A,On-Time,25054,Current,Commercial real estate,Business Banking,61068462,2/1/2018 12:00:00 AM,MI,A2,48043,180,0,652,12.5,0.125,24800,24619.82
450,Not Verified,,Feb 30 Day,A,On-Time,69434,Current,Commercial real estate,Business Banking,57916499,2/4/2016 12:00:00 AM,MI,A2,48906,305,0,520,12.25,0.1225,93000,90713.74
450,Not Verified,,Feb 30 Day,A,On-Time,68566,Current,Commercial real estate,Business Banking,57916567,2/5/2016 12:00:00 AM,MN,A2,56373,,0,585,9.45,0.0945,166400,166369.54
450,Not Verified,,Feb 30 Day,A,On-Time,15205,Current,Commercial real estate,Business Banking,54716022,12/24/2018 12:00:00 AM,MN,A2,55807,360,0,672,15.125,0.15125,21400,17578.31
450,Not Verified,,Feb 30 Day,A,On-Time,70797,Current,Commercial real estate,Business Banking,55397483,3/29/2019 12:00:00 AM,MN,A2,55304,480,0,545,8.92,0.0892,320000,318044.32
450,Not Verified,,Feb 30 Day,A,On-Time,70750,Current,Commercial real estate,Business Banking,55398077,3/30/2019 12:00:00 AM,MN,A2,55119,480,0,549,9.25,0.0925,142200,141977.78
450,Not Verified,,Feb 30 Day,A,On-Time,90,Current,Commercial real estate,Business Banking,60607827,8/12/2017 12:00:00 AM,MO,A2,63137,180,0,598,12.4,0.124,19600,18576.98
450,Not Verified,,Feb 30 Day,A,On-Time,10924,Current,Commercial real estate,Business Banking,61069082,2/2/2018 12:00:00 AM,MO,A2,63138,180,0,703,11.4,0.114,38000,37294.72
450,Not Verified,,Feb 30 Day,A,On-Time,69817,Current,Commercial real estate,Business Banking,59691711,2/28/2017 12:00:00 AM,MO,A2,64014,338,0,699,8.1,0.081,123200,120516.1
450,Not Verified,,Feb 30 Day,A,On-Time,68755,Current,Commercial real estate,Business Banking,57924940,2/6/2016 12:00:00 AM,MO,A2,63135,344,0,558,9.625,0.09625,68000,67141.72
450,Not Verified,,Feb 30 Day,A,On-Time,69994,Current,Commercial real estate,Business Banking,64816233,1/5/2016 12:00:00 AM,MO,A2,63146,345,0,629,6.5,0.065,204000,199495.76
450,Not Verified,,Feb 30 Day,A,On-Time,22916,Current,Commercial real estate,Business Banking,61069591,2/3/2018 12:00:00 AM,MS,A2,39503,180,0,670,10.875,0.10875,29600,27780.27
450,Not Verified,,Feb 30 Day,A,On-Time,357,Current,Commercial real estate,Business Banking,64556774,7/12/2019 12:00:00 AM,MS,A2,38632,180,0,694,9.75,0.0975,30000,27564.22
450,Not Verified,,Feb 30 Day,A,On-Time,69925,Current,Commercial real estate,Business Banking,59692582,3/1/2017 12:00:00 AM,NC,A2,27526,354,0,739,5.75,0.0575,239000,235395.64
450,Not Verified,,Feb 30 Day,A,On-Time,70142,Current,Commercial real estate,Business Banking,55405835,3/31/2019 12:00:00 AM,NC,A2,27610,360,0,623,6.7,0.067,171000,165072.03
450,Not Verified,,Feb 30 Day,A,On-Time,27430,Current,Commercial real estate,Business Banking,61130940,2/4/2018 12:00:00 AM,NJ,A2,87420,180,0,781,8.875,0.08875,35000,34514.42
450,Not Verified,,Feb 30 Day,A,On-Time,69219,Current,Commercial real estate,Business Banking,57925601,2/7/2016 12:00:00 AM,NJ,A2,86100,304,0,634,6.99,0.0699,220000,198502.12
450,Not Verified,,Feb 30 Day,A,On-Time,125,Current,Commercial real estate,Business Banking,60618137,8/13/2017 12:00:00 AM,NJ,A2,88440,360,0,538,10.4,0.104,228750,224261.93
450,Not Verified,,Feb 30 Day,A,On-Time,70517,Current,Commercial real estate,Business Banking,56985310,8/11/2019 12:00:00 AM,NJ,A2,7103,360,0,589,10.65,0.1065,261250,259907.56
450,Not Verified,,Feb 30 Day,A,On-Time,70670,Current,Commercial real estate,Business Banking,55406683,4/1/2019 12:00:00 AM,NJ,A2,8520,360,0,668,9.5,0.095,342950,336209.5
450,Not Verified,,Feb 30 Day,A,On-Time,19237,Current,Commercial real estate,Business Banking,53855164,8/2/2018 12:00:00 AM,NJ,A2,88540,360,0,698,11.875,0.11875,61000,60799.7
450,Not Verified,,Feb 30 Day,A,On-Time,18223,Current,Commercial real estate,Business Banking,63426618,5/13/2019 12:00:00 AM,NJ,A2,70240,360,0,778,7.5,0.075,56000,53732.11
450,Not Verified,,Feb 30 Day,A,On-Time,68633,Current,Commercial real estate,Business Banking,59663534,2/4/2017 12:00:00 AM,NJ,A2,88720,465,0,638,8.85,0.0885,406400,404133.84
450,Not Verified,,Feb 30 Day,A,On-Time,68904,Current,Commercial real estate,Business Banking,59662276,2/3/2017 12:00:00 AM,NJ,A2,70110,466,0,641,8.275,0.08275,360000,357746.74
450,Not Verified,,Feb 30 Day,A,On-Time,23025,Current,Commercial real estate,Business Banking,61131225,2/6/2018 12:00:00 AM,NV,A2,89403,180,0,764,7.75,0.0775,62575,61584.99
450,Not Verified,,Feb 30 Day,A,On-Time,70475,Current,Commercial real estate,Business Banking,55408577,4/3/2019 12:00:00 AM,NV,A2,89141,360,0,521,11.5,0.115,266000,259025.69
450,Not Verified,,Feb 30 Day,A,On-Time,70514,Current,Commercial real estate,Business Banking,57075674,8/21/2019 12:00:00 AM,NV,A2,89032,360,0,542,10.35,0.1035,180000,176508.1
450,Not Verified,,Feb 30 Day,A,On-Time,31402,Current,Commercial real estate,Business Banking,64706649,9/19/2019 12:00:00 AM,NV,A2,89139,360,0,668,9.5,0.095,67000,66275.59
450,Not Verified,,Feb 30 Day,A,On-Time,33837,Current,Commercial real estate,Business Banking,61131081,2/5/2018 12:00:00 AM,NV,A2,89121,360,0,719,8.375,0.08375,27000,26571.48
